Gene	WC1_INPUT	WC1_IP	WC2_INPUT	WC2_IP	WC3_INPUT	WC3_IP
4921524J17Rik	11.263	5.317	14.922	9.302	11.273	5.114
4922501C03Rik	5.571	4.418	4.261	3.29	6.154	3.432
4922501L14Rik	6.731	8.893	6.03	6.182	7.214	5.936
4922505G16Rik	0.269	0.138	0.18	0.314	0.206	0.263
4930402E16Rik	3.104	4.347	3.663	3.444	5.085	4.961
4930402H24Rik	11.809	15.176	12.013	7.389	19.329	11.136
4930403N07Rik	2.722	1.014	1.56	1.014	1.575	0.907
4930404N11Rik	0.572	1.302	1.578	0.6	1.019	0.755
4930412F15Rik	0.677	0.811	0.73	1.749	0.742	4.248
4930413G21Rik	0.52	0.589	0.342	1.525	0.142	1.059
4930420K17Rik	10.036	2.784	4.809	5.785	5.02	4.786
4930422I07Rik	7.226	6.238	8.203	7.721	8.716	8.432
4930427A07Rik	1.181	0.362	0.659	0.759	0.669	0.857
4930430F08Rik	11.096	4.711	8.452	7.993	9.125	5.328
4930431F12Rik	2.934	2.057	2.453	1.858	5.16	2.516
4930432K21Rik	1.329	0.516	1.205	1.23	0.481	0.975
4930432O21Rik	6.496	3.502	6.184	4.467	4.437	3.138
4930442E04Rik	1.041	1.102	1.648	2.559	2.09	4.786
4930444A02Rik	7.142	4.205	6.647	4.652	7.929	6.12
4930444P10Rik	1.008	0.498	0.771	0.475	0.414	0.408
4930447C04Rik	3.922	1.971	3.421	0.48	5.449	0.15
4930451C15Rik	6.211	2.948	4.613	2.712	5.604	2.864
4930452B06Rik	9.398	5.767	9.519	10.998	10.616	11.93
4930453N24Rik	13.746	7.588	13.188	14.465	12.731	10.967
4930455C21Rik	23.347	9.834	18.962	15.997	11.868	10.244
4930455F23Rik	28.844	13.418	32.1	18.156	28.307	15.096
4930470H14Rik	22.217	12.174	17.042	6.416	29.244	16.116
4930471M23Rik	2.925	2.365	1.37	1.65	1.278	1.145
4930473A06Rik	1.069	0.263	1.36	0.368	2.24	0.654
4930485B16Rik	1.278	0.913	0.69	0.412	0.775	0.288
4930486G11Rik	2.729	1.087	2.033	1.119	3.601	1.984
4930503E14Rik	0.213	0.378	0.107	0.646	0.484	0.322
4930503L19Rik	2.865	1.768	2.394	1.637	2.259	2.603
4930505O20Rik	0.943	0.325	0.516	0.142	0.248	0.923
4930506M07Rik	12.573	6.925	13.315	5.698	14.636	2.724
4930519G04Rik	0.573	0.58	0.275	0.533	1.152	0.208
4930523C07Rik	0.348	0.204	0.606	0.359	0.519	0.166
4930529M08Rik	1.827	1.122	1.43	0.534	1.525	0.533
4930534B04Rik	0.745	0.783	1.091	0.416	1.417	0.377
4930538K18Rik	1.631	0.729	2.315	2.217	0.942	1.459
4930539E08Rik	8.568	5.786	7.129	9.512	7.874	7.164
4930544O15Rik	0.162	0.233	0.641	2.14	1.732	0.117
4930547N16Rik	0.296	0.232	0.229	0.489	0.53	0.129
4930555G01Rik	1.414	0.39	1.405	1.171	1.302	0.945
4930555I21Rik	1.114	0.661	0.962	0.911	0.618	1.443
4930556A20Rik	1.089	0.379	0.659	0.388	1	0.638
4930563E22Rik	1.146	0.771	1.547	1.086	0.778	0.262
4930572J05Rik	4.9	2.305	4.712	7.506	9.374	14.618
4930578N16Rik	1.838	1.459	1.157	0.722	1.605	1.047
4930579G24Rik	3.774	1.326	3.181	0.485	4.234	1.214
4930579J09Rik	3.274	1.47	2.323	1.372	0.486	1.047
4931406B18Rik	0.58	0.153	0.168	0.169	0.544	0.11
4931406C07Rik	5.434	2.827	5.995	3.253	7.444	3.5
4931406P16Rik	7.385	7.522	7.555	5.611	10.273	5.454
4931414P19Rik	0.436	0.424	0.701	0.226	1.18	0.757
4931428F04Rik	1.861	2.327	1.779	3.173	2.805	3.823
4931429L15Rik	0.544	0.432	0.101	0.343	0.751	0.217
4932411E22Rik	3.607	3.575	3.848	3.19	5.439	2.166
4932414N04Rik	0.242	0.145	0.241	0.117	0.23	0.133
4932418E24Rik	0.822	0.817	0.743	0.238	2.424	1.713
4932422M17Rik	1.859	0.761	1.166	1.304	1.368	0.793
4932438A13Rik	7.099	10.414	4.655	4.471	8.003	5.836
4932443I19Rik	3.819	0.305	2.626	0.64	0.488	1.038
4933400C05Rik	0.417	0.343	0.558	1.199	0.147	2.316
4933403F05Rik	9.716	10.033	9.916	7.701	11.339	8.469
4933403G14Rik	1.569	1.934	1.358	2.302	1.828	1.291
4933403O08Rik	4.623	9.403	2.636	4.332	2.939	0.847
4933404M02Rik	0.644	0.109	0.873	0.715	0.81	0.491
4933407C03Rik	179.322	234.733	140.153	175.456	160.084	220.727
4933407H18Rik	1.458	1.339	1.739	1.062	2.537	1.561
4933407L21Rik	6.929	2.614	3.365	1.597	2.516	3.698
4933411K20Rik	25.765	18.57	22.247	16.18	25.766	18.973
4933415A04Rik	1.749	0.88	1.092	0.747	0.705	1.567
4933421E11Rik	14.82	7.24	13.579	11.783	8.259	8.38
4933424B01Rik	4.139	6.884	5.473	4.278	6.893	8.514
4933426M11Rik	4.31	3.447	3.126	2.714	4.666	3.835
4933427D14Rik	4.973	6.577	5.153	4.675	7.132	2.401
4933432B09Rik	3.841	1.985	2.124	1.096	2.943	0.988
4933433P14Rik	16.983	14.479	18.74	11.125	13.079	9.311
4933434E20Rik	32.62	15.315	29.335	19.894	23.355	16.472
4933439F18Rik	15.591	9.05	17.05	9.245	24.246	14.098
5031439G07Rik	15.044	11.74	19.839	9.59	18.982	9.025
5033414D02Rik	13.368	7.008	15.447	17.698	13.121	24.502
5033430I15Rik	1.469	0.33	1.387	6.465	3.773	5.219
5133401N09Rik	25.545	15.721	25.926	33.815	13.992	16.6
5330417C22Rik	5.042	13.121	4.589	3.909	6.487	7.989
5430405G05Rik	2.679	1.527	3.723	4.356	1.405	2.726
5430427O19Rik	1.068	0.821	1.409	0.725	2.464	0.938
5430435G22Rik	0.525	0.208	0.51	1.586	0.432	0.321
5430437P03Rik	26.941	25.557	41.017	44.763	32.069	51.927
5730403B10Rik	103.436	84.157	103.863	110.047	79.762	101.901
5730403M16Rik	5.317	5.613	5.71	6.263	3.551	3.3
5730409E04Rik	40.667	18.363	50.475	25.275	35.27	16.843
5730419I09Rik	21.255	16.725	21.382	12.818	26.933	8.748
5730437N04Rik	67.996	14.965	60.764	37.683	30.021	33.898
5730455O13Rik	20.408	9.562	30.697	22.802	28.684	16.287
5730455P16Rik	32.157	19.68	36.296	21.161	49.955	22.41
5730469M10Rik	63.307	31.439	49.564	26.769	57.382	34.489
5730494M16Rik	34.79	19.953	32.628	24.871	31.979	22.826
5730494N06Rik	22.817	9.75	20.531	15.487	28.589	19.751
5730507C01Rik	5.084	2.956	5.488	3.762	4.648	4.374
5730508B09Rik	1.199	0.624	1.756	0.572	1.224	1.547
5730528L13Rik	7.401	3.679	7.843	4.703	5.27	3.857
5730559C18Rik	0.288	0.446	0.686	1.004	0.511	0.782
5730601F06Rik	14.573	13.206	11.286	8.402	13.453	9.532
5830415F09Rik	0.596	0.612	1.255	0.267	0.909	0.276
5830418K08Rik	3.552	3.671	2.783	2.307	4.864	1.715
5830433M19Rik	7.418	4.382	5.79	8.22	5.425	3.709
5830477G23Rik	5.598	4.146	4.56	2.432	6.111	2.414
5930434B04Rik	25.147	15.258	18.836	15.446	22.703	12.727
6030405A18Rik	6.208	7.225	11.561	28.467	10.7	21.316
6030419C18Rik	5.485	10.646	6.913	16.794	10.886	25.713
6030422M02Rik	4.877	2.916	3.198	1.395	4.604	2.541
6030429G01Rik	0.394	0.109	0.305	0.343	0.124	0.131
6030446N20Rik	2.875	1.766	2.671	2.465	2.406	1.147
6030458C11Rik	12.855	7.681	12.225	6.783	14.644	8.124
6230409E13Rik	25.793	19.073	27.995	16.827	40.256	25.664
6330403A02Rik	11.013	4.1	11.968	6.906	17.06	11.887
6330403K07Rik	996.873	695.724	1131.823	907.343	570.753	554.784
6330403M23Rik	59.44	52.302	63.082	45.283	67.812	49.794
6330405D24Rik	0.473	0.298	0.642	0.296	0.768	0.311
6330406I15Rik	4.696	2.371	3.711	3.372	3.305	2.519
6330407J23Rik	34.555	44.263	33.067	33.42	37.608	36.236
6330408A02Rik	3.584	3.059	3.077	1.967	4.166	1.61
6330409D20Rik	3.136	2.535	4.262	5.202	2.041	4.701
6330409N04Rik	34.753	29.262	42.052	29.937	30.532	30.428
6330416G13Rik	2.867	1.903	4.021	3.88	4.728	2.339
6330416L07Rik	12.349	7.863	9.788	12.084	7.876	9.578
6330439K17Rik	147.972	165.532	136.91	133.894	154.327	108.535
6330503K22Rik	17.654	11.632	23.93	7.055	29.577	6.447
6330512M04Rik	3.345	2.257	2.652	3.097	2.109	3.766
6330527O06Rik	5.527	1.267	4.318	3.88	4.041	13.688
6330577E15Rik	128.643	76.052	154.302	78.136	125.015	70.273
6330578E17Rik	67.792	23.992	61.332	25.342	64.231	28.002
6430527G18Rik	8.754	11.818	7.343	19.56	9.514	21.879
6430531B16Rik	1.656	0.369	0.698	0.359	0.61	0.863
6430548M08Rik	34.903	78.794	38.196	43.547	42.325	43.186
6430550D23Rik	0.774	0.389	0.278	0.486	1.081	0.167
6430571L13Rik	2.675	1.437	1.925	4.67	2.159	2.86
6430573F11Rik	2.906	1.201	3.424	5.024	2.687	6.718
6430598A04Rik	8.484	8.401	7.638	8.202	8.322	11.654
6430704M03Rik	24.562	18.11	22.648	12.781	23.045	12.612
6530401D17Rik	10.638	12.726	8.423	13.265	13.969	14.744
6530401N04Rik	11.511	4.616	12.734	8.647	9.497	7.615
6530409C15Rik	1.015	0.635	1.187	0.319	0.626	0.365
6530418L21Rik	3.768	1.504	4.079	1.081	8.337	4.972
6720456B07Rik	186.882	73.573	190.051	193.491	106.337	183.316
6720456H20Rik	2.465	2.903	2.157	1.102	2.433	1.481
6720457D02Rik	1.423	0.857	1.914	1.437	1.607	1.684
6720489N17Rik	3.247	1.463	2.333	1.593	2.485	1.19
6820408C15Rik	1.655	0.935	0.993	2.279	1.037	0.908
7120451J01Rik	3.124	1.201	2.405	1.682	3.01	0.953
8030462N17Rik	16.252	13.98	13.871	11.193	18.97	13.286
8430406I07Rik	3.551	2.429	3.63	2.556	3.462	2.608
8430410A17Rik	8.898	13.602	12.263	9.353	8.398	7.013
8430410K20Rik	33.895	35.244	45.104	51.53	45.181	45.369
8430419L09Rik	25.75	17.861	19.786	12.456	25.697	14.212
8430426H19Rik	9.563	2.823	7.93	3.511	6.64	3.764
8430427H17Rik	11.476	11.497	12.098	9.944	15.968	12.298
9030025P20Rik	10.314	5.209	10.625	4.567	10.184	5.102
9030409G11Rik	54.171	27.987	47.022	32.872	59.224	45.615
9030418K01Rik	13.229	9.403	15.69	17.657	15.438	22.659
9030425E11Rik	3.236	3.286	4.527	5.976	5.655	4.723
9030612E09Rik	0.963	0.231	1.206	0.628	1.466	0.642
9030617O03Rik	2.352	2.022	3.274	2.289	2.796	2.9
9030624J02Rik	18.699	18.726	17.681	12.303	18.264	11.229
9030625A04Rik	0.384	0.355	0.731	1.068	0.767	0.789
9130011E15Rik	5.242	5.067	5.682	4.288	6.792	1.944
9130011J15Rik	34.942	28.736	44.809	86.807	34.217	64.755
9130019O22Rik	1.447	1.098	1.372	0.936	2.003	0.872
9130023H24Rik	0.953	0.664	1.195	1.998	1.561	1.18
9130213A22Rik	0.846	0.7	0.596	1.007	0.435	3.331
9130401M01Rik	33.373	21.037	42.524	45.336	26.557	34.656
9130404D08Rik	6.498	6.861	6.969	3.87	8.708	3.787
9130409I23Rik	0.733	0.151	0.428	0.22	0.66	0.276
9230110C19Rik	12.382	8.048	6.9	7.049	7.346	6.452
9330101J02Rik	1.169	0.909	0.762	0.828	0.788	0.252
9330159F19Rik	39.22	38.077	31.26	18.545	41.583	25.842
9330161L09Rik	2.582	8.07	0.994	2.416	1.53	1.556
9330182L06Rik	4.756	4.705	5.319	4.557	7.219	4.433
9430015G10Rik	2.541	1.826	2.198	1.388	2.953	0.905
9430016H08Rik	6.654	7.299	8.947	12.875	6.415	5.056
9430020K01Rik	3.132	1.345	2.742	1.226	13.122	12.441
9430023L20Rik	16.923	15.609	26.486	37.134	15.15	17.801
9430025M13Rik	6.57	3.088	4.75	2.818	5.274	3.689
9430031J16Rik	6.442	4.542	5.954	6.066	8.13	9.581
9430038I01Rik	5.068	1.221	5.022	3.864	3.373	2.369
9530008L14Rik	0.789	0.298	0.683	0.202	1.132	0.183
9530068E07Rik	32.056	19.022	23.453	15.778	24.03	17.19
9530077C05Rik	8.137	5.075	9.345	1.737	5.83	4.087
9530080O11Rik	0.554	0.395	0.495	1.233	0.561	1.196
9630025I21Rik	8.72	4.164	7.73	3.193	8.329	3.592
9630033F20Rik	9.708	9.403	11.112	10.29	10.844	18.543
9830001H06Rik	15.957	14.195	11.753	10.981	15.16	13.531
9830107B12Rik	0.45	0.295	0.354	0.137	0.815	0.306
9930012K11Rik	1.137	0.72	1.394	0.546	1.4	0.168
9930021J03Rik	34.218	20.728	32.074	24.186	42.193	36.849
9930032O22Rik	0.709	0.15	0.56	0.157	0.589	0.271
9930104L06Rik	6.649	3.525	6.239	4.731	6.988	4.735
9930111J21Rik1	5.261	2.768	3.839	1.461	6.896	2.76
A130010J15Rik	6.371	3.643	5.185	5.135	5.857	5.194
A130022J15Rik	4.72	3.207	4.931	3.219	7.889	6.666
A130042E20Rik	5.14	2.484	4.684	3.014	4.533	2.873
A230006K03Rik	8.757	4.219	8.346	2.8	10.156	2.549
A230046K03Rik	28.551	14.031	21.872	6.359	18.358	6.001
A230050P20Rik	12.138	12.264	13.285	11.215	10.105	12.582
A230051G13Rik	1.401	1.059	1.341	0.919	0.925	0.715
A230065H16Rik	30.673	19.941	29.911	42.372	8.045	16.264
A230103J11Rik	5.321	3.994	5.838	2.262	5.532	5.804
A2ld1	19.721	7.683	16.798	20.934	9.746	11.848
A330021E22Rik	6.333	5.036	4.88	2.389	6.196	2.896
A330050F15Rik	5.37	3.548	10.2	9.983	8.662	11.635
A430005L14Rik	16.784	12.887	15.726	29.225	9.329	10.818
A430033K04Rik	10.438	7.763	10.54	3.667	13.046	3.3
A430078G23Rik	7.666	5.535	7.2	5.685	7.593	5.484
A430105I19Rik	0.62	0.212	0.506	0.336	0.381	0.121
A430110L20Rik	1.851	1.368	1.499	0.25	2.47	0.531
A530054K11Rik	3.904	2.412	3.665	2.695	5.069	2.132
A530064D06Rik	1.261	0.78	1.192	0.416	1.814	0.426
A630007B06Rik	18.63	18.545	21.476	11.47	27.6	14.723
A630033E08Rik	2.045	1.666	2.529	1.643	1.74	1.373
A630033H20Rik	0.352	0.142	0.221	0.193	0.343	0.269
A630055G03Rik	12.11	4.003	9.249	4.363	7.598	3.286
A730011L01Rik	9.529	6.471	9.644	8.144	9.055	7.033
A730017C20Rik	240.872	174.03	221.135	175.77	126.692	109.386
A730037C10Rik	1.047	0.551	0.721	0.142	1.202	0.395
A730098P11Rik	26.342	3.722	29.104	18.321	17.077	16.89
A830005F24Rik	2.016	0.423	1.935	2.852	1.519	3.446
A830007P12Rik	4.418	0.847	3.695	0.678	2.14	0.559
A830010M20Rik	25.58	42.747	28.899	39.57	38.983	57.426
A830018L16Rik	13.461	6.448	12.424	8.604	18.089	20.388
A830080D01Rik	4.195	5.534	3.528	2.427	5.31	2.664
A830093I24Rik	0.965	0.692	0.732	0.347	1.014	1.066
A930001N09Rik	41.401	15.944	41.332	12.522	45.344	12.42
A930005I04Rik	2.682	2.849	1.622	3.014	1.541	1.998
A930009A15Rik	0.461	0.757	0.379	0.497	0.487	0.568
AA408296	3.31	3.976	3.654	2.809	4.38	4.17
AA414992	0.463	0.344	0.244	0.159	0.393	0.126
AA415398	3.854	3.095	4.348	3.406	4.082	3.523
AA792892	0.265	0.692	0.415	0.283	0.577	0.368
AA881470	0.973	1.483	1.653	1.119	1.996	1.165
AA960436	3.683	1.539	3.137	2.362	3.212	0.595
AA986860	1.937	0.999	1.213	0.63	1.704	0.869
Aaas	4.782	5.955	4.518	4.131	6.331	3.677
Aacs	4.304	5.856	4.946	3.783	2.851	4.33
Aagab	16.445	11.599	19.556	9.425	17.457	8.917
Aak1	25.807	35.298	25.722	27.138	33.209	28.616
Aamp	57.898	61.171	65.979	58.073	43.74	31.136
Aard	9.884	5.725	11.748	9.769	6.225	10.758
Aars	25.971	56.426	32.309	50.814	36.205	41.624
Aars2	1.714	3.63	2.178	2.728	1.917	1.458
Aarsd1	28.573	30.035	38.509	42.174	32.186	33.256
Aasdh	2.082	1.354	1.988	0.925	2.183	1.291
Aasdhppt	23.344	18.107	21.772	14.553	24.27	15.327
Aass	0.233	0.978	0.4	0.225	0.766	0.503
Aatf	16.977	18.686	15.952	12.688	21.825	9.62
Aatk	20.501	19.848	16.591	16.736	17.866	14.49
Abat	109.996	155.889	109.83	111.395	128.115	123.624
Abca1	1.37	1.648	1.023	0.374	0.951	0.688
Abca2	14.621	17.228	11.136	8.106	14.56	11.036
Abca3	5.99	11.034	4.751	6.791	4.701	7.621
Abca5	4.072	9.973	3.726	4.052	4.191	4.448
Abca6	0.857	0.279	0.458	0.187	0.731	0.511
Abca7	0.312	0.592	0.434	0.291	0.355	0.275
Abca8b	2.165	1.738	1.293	0.983	1.947	1.283
Abcb10	8.39	6.251	8.862	6.639	7.731	5.694
Abcb6	1.31	2.338	1.658	1.42	1.114	2.813
Abcb7	9.666	10.228	8.125	5.698	11.447	7.351
Abcb8	7.486	6.352	7.122	3.912	7.339	3.602
Abcb9	1.591	2.344	2.074	2.475	1.602	3.09
Abcc1	1.599	1.382	1.343	0.731	2.591	1.263
Abcc10	0.564	0.437	0.475	0.168	0.687	0.542
Abcc4	0.267	0.35	0.404	0.325	0.124	0.154
Abcc5	21.468	20.512	27.617	14.449	23.841	7.385
Abcc8	0.629	1.549	0.819	1.431	0.715	0.973
Abcc9	0.347	0.141	0.253	0.224	0.3	0.217
Abcd1	3.664	2.956	2.216	1.617	2.403	1.375
Abcd2	2.623	2.815	2.359	2.259	4.682	4.312
Abcd3	22.896	27.01	24.066	24.178	22.491	14.427
Abcd4	1.951	1.652	1.617	1.085	2.069	1.317
Abce1	30.351	39.862	28.919	25.723	27.937	25.121
Abcf1	24.474	33.168	27.059	37.282	21.38	25.017
Abcf2	35.94	50.236	31.241	50.016	38.563	40.558
Abcf3	31.996	43.251	31.799	32.574	25.139	28.914
Abcg1	10.992	9.358	7.457	4.682	8.715	6.351
Abcg2	1.357	2.352	1.666	1.974	1.772	1.972
Abcg4	15.942	14.203	11.05	13.309	14.11	15.931
Abhd10	14.056	10.729	15.249	12.696	14.32	12.133
Abhd11	22.466	8.775	21.053	20.879	13.231	25.281
Abhd12	51.933	32.092	38.192	41.229	35.457	51.655
Abhd13	4.629	4.303	3.731	2.991	4.922	5.387
Abhd14a	10.532	5.047	10.977	15.448	7.063	10.63
Abhd14b	9.078	3.165	7.179	2.543	5.319	2.037
Abhd15	1.095	0.39	0.552	0.236	0.748	0.267
Abhd2	4.476	4.956	3.927	3.302	6.025	7.427
Abhd3	10.82	8.079	10.237	4.638	8.836	3.034
Abhd4	14.098	6.258	11.797	4.922	13.406	3.776
Abhd5	8.128	2.86	8.606	1.059	9.883	3.561
Abhd6	6.668	4.84	5.578	4.378	5.94	6.075
Abhd8	65.521	58.13	76.725	107.325	49.464	89.637
Abi1	31.161	24.893	30.08	18.373	29.783	27.821
Abi2	57.915	41.811	52.209	31.914	73.023	50.025
Abi3	0.354	0.158	0.349	0.777	0.41	0.186
Abl1	4.383	5.787	5.745	6.399	6.964	5.663
Abl2	4.757	4.703	4.521	2.702	5.375	4.23
Ablim1	10.919	5.571	10.559	4.848	10.762	5.592
Ablim2	25.703	19.414	26.472	20.089	34.38	27.618
Ablim3	13.456	7.911	11.264	4.595	10.633	7.1
Abr	97.355	129.268	104.613	102.596	124.15	103.203
Abt1	10.113	9.066	9.853	8.664	10.116	7.507
Abtb1	5.606	4.663	6.495	5.32	3.913	6.47
Abtb2	1.556	3.784	2.878	4.645	3.933	3.757
Acaa1a	18.617	18.077	22.511	19.996	15.312	13.839
Acaa1b	0.726	0.684	0.552	1.411	0.423	0.257
Acaa2	6.762	3.367	7.95	3.723	7.883	4.42
Acaca	7.325	12.295	6.332	7.17	8.41	6.813
Acacb	0.539	0.438	0.478	0.678	0.193	0.315
Acad10	1.082	0.409	0.82	0.115	0.551	0.119
Acad11	4.138	4.41	3.205	2.936	4.834	5.129
Acad8	7.936	4.706	6.759	5.644	6.961	7.159
Acad9	10.421	9.269	8.435	8.39	10.18	7.057
Acadl	8.654	5.137	7.815	6.256	7.603	5.446
Acadm	16.132	11.388	16.029	9.848	19.669	14.763
Acads	1.299	1.167	1.013	0.454	0.801	0.675
Acadsb	44.549	43.757	40.318	25.244	36.455	17.596
Acadvl	17.694	30.643	18.478	21.127	19.164	16.711
Acap2	6.289	5.767	7.5	1.81	9.743	5.738
Acap3	4.304	6.992	5.297	5.894	7.605	5.419
Acat1	39.483	45.015	47.047	39.586	51.98	42.808
Acat2	39.892	23.349	41.413	28.871	31.046	20.753
Acbd3	19.576	22.675	20.462	15.897	22.558	12.396
Acbd4	7.983	5.806	7.1	12.848	5.302	10.271
Acbd5	38.289	21.148	40.208	20.321	57.314	20.679
Acbd6	38.542	44.521	50.904	106.166	32.895	95.472
Acbd7	0.62	0.89	1.783	3.739	0.306	3.299
Accn1	16.864	27.747	18.084	44.62	15.164	30.777
Accn2	14.868	9.316	10.809	9.234	10.18	14.908
Accn4	2.602	1.546	1.548	2.044	2.323	3.24
Accs	1.692	1.836	1.79	3.17	2.673	1.6
Acd	25.492	39.15	24.468	61.239	16.48	47.334
Ace	3.08	4.779	2.49	2.611	2.521	4.209
Acer1	1.254	0.689	0.798	0.214	1.358	0.466
Acer3	4.276	2.927	3.105	1.623	3.604	2.245
Ache	16.519	25.752	17.174	21.343	18.246	26.55
Acin1	25.718	35.221	23.914	18.659	29.722	12.442
Acly	45.124	86.485	64.66	87.406	65.146	71.798
Acmsd	1.605	0.915	1.428	0.831	1.192	1.285
Acn9	25.672	6.756	25.063	20.61	15.256	19.515
Acnat1	12.078	6.925	7.543	4.18	13.414	5.609
Aco1	5.492	9.67	5.27	5.818	4.972	5.299
Aco2	105.242	154.604	95.671	151.769	123.902	177.249
Acot1	2.879	1.385	4.296	1.165	2.51	2.547
Acot10	0.182	0.172	0.207	0.218	0.133	0.205
Acot11	6.122	4.938	4.957	3.875	8.623	5.073
Acot13	117.118	59.17	143.719	185.408	77.124	137.891
Acot2	10.426	4.84	6.913	2.849	6.1	4.429
Acot3	0.686	0.299	0.695	0.326	0.5	0.397
Acot6	0.926	0.915	0.973	0.732	1.185	1.679
Acot7	374.62	432.68	469.001	483.946	321.649	293.684
Acot8	9.791	6.664	8.62	7.893	5.681	6.051
Acot9	7.827	13.032	8.76	15.505	9.195	12.739
Acox1	51.875	68.337	54.193	52.777	51.524	49.432
Acox3	4.424	6.768	4.051	4.719	4.16	2.701
Acp1	82.739	39.961	91.684	72.775	63.543	55.911
Acp2	15.21	9.867	12.107	8.639	11.652	9.187
Acp6	4.379	2.442	4.428	3.607	2.917	1.603
Acpl2	3.569	2.29	2.37	1.817	1.973	1.024
Acrbp	1.793	2.335	1.984	1.777	3.918	0.59
Acsbg1	8.886	9.889	6.858	3.304	8.423	4.693
Acsf2	2.621	1.797	1.331	0.861	2.192	0.928
Acsf3	5.226	7.858	6.462	5.589	6.147	4.625
Acsl1	10.273	12.807	12.124	11.953	13.919	11.218
Acsl3	23.984	29.809	20.855	23.483	25.867	21.869
Acsl4	12.579	26.383	9.458	19.254	10.402	18.898
Acsl5	5.869	8.24	7.675	9.443	6.796	16.653
Acsl6	12.464	16.846	12.839	9.861	22.748	16.049
Acsm2	0.659	0.424	0.343	0.32	0.543	0.227
Acss1	3.78	2.757	3.138	1.136	5.036	1.676
Acss2	8.775	9.922	9.125	11.857	9.54	12.14
Acta1	7.325	2.512	5.505	5.033	3.111	2.04
Actb	1180.785	922.965	872.343	877.421	587.971	895.353
Actg1	411.829	409.913	438.47	427.651	273.272	312.622
Actl6a	3.064	2.831	3.827	5.122	4.649	4.918
Actl6b	14.046	8.402	12.048	9.961	13.34	14.606
Actn1	2.773	5.675	2.873	3.774	5.578	7.444
Actn2	2.611	1.133	2.283	0.588	3.767	5.302
Actn3	0.163	0.234	0.317	0.204	0.172	0.536
Actn4	9.303	7.446	7.7	6.025	10.035	8.276
Actr10	79.093	61.851	75.61	44.029	79.218	38.575
Actr1a	73.18	70.559	81.671	68.211	84.255	60.276
Actr1b	120.036	116.661	113.79	97.635	117.763	102.277
Actr2	130.176	89.077	141.793	65.47	123.484	67.659
Actr3	153.407	109.018	179.666	110.733	187.708	132.151
Actr3b	10.958	8.905	12.705	9.201	13.558	15.353
Actr5	1.367	2.646	1.344	2.314	1.1	1.044
Actr6	25.223	17.568	16.525	14.683	17.757	11.372
Actr8	34.348	37.736	37.196	32.499	30.596	21.883
Acvr1	2.408	3.556	2.312	4.007	4.801	5.173
Acvr1b	11.51	6.208	6.797	3.872	6.303	7.281
Acvr2a	8.25	6.793	7.168	3.2	11.082	5.949
Acvr2b	1.085	1.226	1.199	0.829	1.721	2.148
Acy1	3.938	2.797	3.433	1.631	3.16	4.234
Acy3	0.793	0.253	0.38	0.72	0.362	0.507
Acyp1	80.816	38.746	108.351	98.398	53.562	71.406
Acyp2	93.852	45.37	123.048	137.134	79.742	123.699
Adal	10.476	8.249	8.249	8.77	10.222	10.15
Adam10	9.086	7.35	7.556	3.088	7.73	4.085
Adam11	5.108	4.365	4.223	5.497	5.355	6.021
Adam12	0.639	0.168	0.336	0.217	1.029	0.535
Adam15	6.871	10.941	5.535	5.563	6.7	4.533
Adam17	2.606	1.343	1.768	0.663	2.959	0.803
Adam19	2.688	1.658	2.256	0.796	2.727	0.53
Adam1a	0.6	0.582	1.157	0.323	1.688	0.199
Adam22	21.999	25.559	18.991	14.501	29.49	15.301
Adam23	13.061	15.66	11.543	15.24	17.415	18.763
Adam28	0.882	0.459	0.687	0.672	0.994	0.465
Adam9	2.778	3.312	2.825	2.05	4.868	3.328
Adamts1	0.488	1.346	0.586	0.324	0.926	1.162
Adamts15	0.353	0.354	0.509	0.602	0.887	0.368
Adamts16	0.6	0.268	0.46	0.469	1.008	0.115
Adamts17	0.788	0.375	0.433	0.558	0.538	0.389
Adamts3	0.875	0.974	0.806	1.441	2.933	3.839
Adamts4	2.364	2.114	1.649	3.676	2.937	3.123
Adamts6	1.1	0.336	1.652	0.138	2.712	0.495
Adamts9	0.655	0.276	0.681	0.29	0.569	0.229
Adamtsl1	0.33	0.413	0.341	0.191	0.354	0.14
Adap1	24.924	14.616	33.76	24.946	20.986	18.234
Adar	33.817	54.951	32.795	59.434	35.862	48.71
Adarb1	29.145	47.196	35.748	56.343	39.607	62.179
Adarb2	7.632	8.975	9.912	14.818	12.526	13.422
Adat1	2.613	2.877	2.994	2.51	3.44	2.141
Adat2	2.381	0.752	1.923	0.919	2.811	2.88
Adat3	0.376	0.61	0.845	0.65	0.541	0.644
Adc	5.948	5.989	10.55	10.435	12.25	19.086
Adck1	7.217	8.52	8.113	8.236	7.481	7.467
Adck2	3.453	2.663	2.738	3.608	2.451	5.036
Adck4	7.295	8.114	5.532	6.318	3.657	2.374
Adck5	3.746	4.027	3.703	1.679	3.133	3.469
Adcy1	3.439	3.575	3.128	2.189	6.409	3.362
Adcy2	9.461	16.608	9.866	9.659	10.791	9.13
Adcy3	2.313	4.602	1.752	1.804	2.247	2.385
Adcy5	7.677	8.361	7.466	7.363	12.728	18.864
Adcy6	3.109	3.269	2.877	1.395	2.986	0.778
Adcy7	1.135	1.402	1.158	0.513	1.069	0.278
Adcy8	3.933	4.255	2.348	4.052	2.974	6.825
